,cptr_tm,color_id,ocr_cnt,lat,longitude,altitude,bus_num,spn_num,fmi_num,tla,current_visibility,warng_lvl
0,2019-04-12 02:45:18.107810,Stop,6,-2.677779471537903,-17.34782833768503,0.8633102999598989,398,752,14,Component1,Invisible,Stop
1,2019-01-10 02:15:08.333560,Stop,0,-24.706924251331515,-71.23215574374407,-0.7958727569979165,177,973,31,Component2,Invisible,Stop
2,2019-06-18 04:47:38.135918,Informational,9,-6.66796359944918,35.706048417964155,-0.23230433805241857,897,632,18,Component2,Visible,Informational
3,2019-01-16 09:22:50.024198,Warning,6,79.69818779648648,70.38224216669047,1.8562266285155715,197,437,17,Component3,Invisible,Warning
4,2020-08-04 05:47:06.469323,Stop,2,-76.99029634517272,36.63103950204871,-1.1464450815061165,545,465,10,Component4,Visible,Stop
5,2019-06-13 00:22:11.239063,Stop,4,84.06981397575234,-3.3313315417345564,-0.32431752145688897,795,483,20,Component1,Visible,Stop
6,2019-05-15 01:27:20.516051,Informational,8,85.67627001831269,-88.71503844794894,1.4515634020834067,770,23,21,Component4,Visible,Informational
7,2019-11-07 08:41:34.276032,Informational,3,73.75786882501873,-59.408924218611006,1.0109892121517001,467,152,9,Component2,Visible,Informational
8,2019-07-21 03:36:14.952047,Informational,0,-78.26598337854628,47.95926651477802,-1.3611346260839676,604,729,0,Component3,Invisible,Informational
9,2019-10-15 04:24:40.597219,Informational,4,-8.123879169839043,-171.86616737394306,0.08077562108062919,6,800,1,Component1,Visible,Informational
10,2020-04-17 03:43:17.407074,Informational,9,78.11403977501641,61.36553863698444,-0.8615567826956352,863,209,16,Component4,Visible,Informational
11,2019-04-19 07:36:54.544466,Informational,6,64.57923942372037,58.70805569963605,0.5096960166550182,863,62,12,Component3,Invisible,Informational
12,2019-09-06 05:21:23.152921,Informational,9,-7.199969116219947,-85.15779580770864,1.0497051929298138,51,221,11,Component1,Invisible,Informational
13,2020-08-03 00:03:22.772670,Informational,8,74.01661555013982,-50.18827870008246,1.268396012855983,479,809,6,Component3,Visible,Informational
14,2019-03-24 06:41:33.480492,Stop,8,-12.82138714031585,-37.89651535797901,1.8632081692932272,328,334,0,Component1,Visible,Stop
15,2019-08-19 11:19:43.074880,Stop,4,34.76703478721224,-78.14374226532541,0.1821884384219632,9,642,4,Component1,Visible,Stop
16,2019-06-07 00:30:43.434797,Stop,6,-19.393280243662588,57.398732901288184,-0.818179112411952,214,940,16,Component1,Invisible,Stop
17,2020-06-05 07:36:14.450535,Stop,0,-25.466501868705464,-74.87651873524307,-1.4376161146810418,194,712,1,Component2,Visible,Stop
18,2020-11-10 10:29:33.980762,Stop,4,9.617148010889153,-160.98807427999594,0.44867978192320424,721,737,6,Component1,Visible,Stop
19,2019-05-03 00:24:17.903876,Informational,3,-44.295862036355096,-23.014751371188765,-1.3794645771639682,16,838,13,Component3,Invisible,Informational
20,2019-03-24 02:12:35.459435,Stop,8,84.18373818860098,-51.93906200560548,0.8209177867270734,800,771,19,Component4,Visible,Stop
21,2020-06-14 11:11:39.134928,Stop,7,-63.19905182745913,-117.15024909374253,1.1756552956844804,754,732,4,Component1,Invisible,Stop
22,2020-04-16 09:57:19.389450,Warning,6,79.8150379839729,-156.52640830947163,1.710505485031034,918,845,19,Component4,Visible,Warning
23,2019-02-04 03:17:31.935112,Warning,0,29.90846738184895,-132.3440311596348,-1.51487131493669,95,381,14,Component3,Invisible,Warning
24,2019-01-05 08:45:46.555466,Warning,3,-30.070802632172857,-62.87950002021816,0.5073798672801111,83,926,10,Component1,Invisible,Warning
25,2020-02-16 03:23:17.550904,Informational,3,77.41252089858892,60.090455331223154,-1.5858463207016942,542,268,7,Component1,Invisible,Informational
26,2019-04-12 05:55:38.300813,Informational,6,-65.47104222722413,26.420657851786757,0.010500657048335249,197,183,14,Component3,Invisible,Informational
27,2020-03-18 05:02:34.749242,Warning,0,-67.23269235154578,-100.75638776794469,-1.520496120628763,174,278,1,Component1,Invisible,Warning
28,2019-02-16 06:09:29.918503,Informational,8,-19.159610240908634,-59.78284833955233,-0.4545030188870478,421,513,12,Component1,Visible,Informational
29,2020-03-06 07:47:54.689794,Stop,6,80.45172060641232,-35.75731394134198,-1.5547614345918452,901,68,7,Component4,Visible,Stop
30,2020-11-09 02:42:43.400325,Informational,8,-65.81935261219604,-151.27488439604278,-0.6581248345545485,999,932,15,Component4,Invisible,Informational
31,2020-04-24 03:06:13.019617,Stop,6,-14.246964215544594,-77.84364821510843,-0.0824865762931406,952,453,13,Component4,Invisible,Stop
32,2020-06-17 04:19:23.767560,Informational,2,-86.6940988307777,4.388026813786894,-0.8491908858084454,216,369,16,Component4,Invisible,Informational
33,2019-05-12 10:28:19.144694,Stop,5,-18.165057671532992,-155.6524232200181,-1.7435470025172979,351,640,11,Component1,Visible,Stop
34,2019-04-18 05:41:02.043590,Stop,5,38.028156282908185,37.705915631386574,-1.9085623707220636,392,206,12,Component2,Visible,Stop
35,2020-11-21 09:29:19.020910,Informational,9,-80.28092017425655,-87.71724528779976,1.9212117658212855,233,787,20,Component4,Visible,Informational
36,2020-09-01 04:35:34.775673,Informational,3,35.60888504811548,58.176559044589084,0.21310987277055915,994,369,6,Component2,Invisible,Informational
37,2019-03-08 02:33:04.981945,Stop,5,-44.76995350002826,13.728278945679733,0.8823611886868155,463,666,4,Component1,Visible,Stop
38,2019-08-19 11:24:32.077258,Stop,3,29.236878192088767,-156.62635114846847,-1.2793196013402226,617,71,16,Component2,Invisible,Stop
39,2020-03-16 03:37:23.872330,Warning,5,-31.799598368011928,-113.54895070073074,-0.6664222895421057,641,161,9,Component3,Visible,Warning
40,2019-03-11 08:55:28.612061,Stop,1,-64.39958763598236,21.722402793678015,-0.2731491903911163,950,325,3,Component4,Visible,Stop
41,2020-08-11 08:36:55.027424,Stop,1,34.46243509407924,-75.34919038487584,1.7880340860958746,643,543,20,Component1,Visible,Stop
42,2020-08-03 09:27:47.838185,Stop,9,-24.551640087912276,-138.46924230005706,0.946379313382872,720,749,31,Component1,Invisible,Stop
43,2019-09-07 05:02:26.057242,Informational,3,43.00550360127855,-34.932206166689525,0.9707084912946264,533,167,12,Component1,Invisible,Informational
44,2019-03-07 10:49:22.103874,Stop,2,-1.9191108143885458,-74.00596200830164,-0.8538046178217371,675,863,21,Component2,Visible,Stop
45,2020-07-11 05:48:32.326877,Informational,3,-80.8692740315847,-40.17794899176974,1.1660007493758808,273,503,20,Component2,Visible,Informational
46,2020-08-10 08:27:06.135878,Stop,3,10.9363851470888,0.29990680867558694,-0.5397001016226373,917,629,11,Component3,Visible,Stop
47,2019-08-20 00:39:11.718285,Warning,0,-37.08335039792325,11.346066264057214,0.3204663063060229,716,666,16,Component2,Invisible,Warning
48,2019-03-22 06:34:42.330624,Informational,3,23.217254063369367,-114.16075964450668,-1.090451468789876,723,9,20,Component3,Visible,Informational
49,2019-05-05 11:13:23.416250,Stop,6,73.88242158677221,36.384253882033136,0.33268849565514946,67,104,31,Component3,Invisible,Stop
50,2019-11-16 11:17:58.089948,Informational,6,-47.62883939898705,-56.2539704202414,-1.230012384659632,911,786,20,Component3,Invisible,Informational
51,2019-05-02 07:41:01.203033,Stop,6,79.14906663129165,-82.55785507207037,-1.8390469799909455,895,623,7,Component4,Visible,Stop
52,2020-01-06 08:58:22.486726,Stop,6,-52.29806978831416,-151.62539077858855,-1.7932491965940076,812,847,0,Component4,Invisible,Stop
53,2019-04-02 08:39:57.864263,Warning,1,-51.96492907853846,-67.40591476303783,0.870077962277974,189,503,21,Component1,Invisible,Warning
54,2019-08-07 07:39:56.811765,Stop,9,88.1150341157126,-32.29702424380949,0.17189119305040146,231,428,14,Component2,Invisible,Stop
55,2019-01-08 07:08:09.548603,Informational,6,44.278583710058484,-9.455999031722769,-1.1951717625990437,629,953,0,Component4,Invisible,Informational
56,2020-09-18 03:15:00.144451,Warning,7,78.861600089295,-57.23092551865072,0.676083551289604,967,761,11,Component1,Invisible,Warning
57,2019-03-05 09:50:45.987044,Informational,2,-71.96371592698158,-132.87152965272406,-0.9654754429512344,838,461,14,Component1,Invisible,Informational
58,2019-07-11 08:55:49.553003,Warning,3,-33.4890878149552,-174.86382493542442,1.5659235852996818,837,234,21,Component2,Visible,Warning
59,2019-10-02 01:15:30.462140,Stop,7,85.24955165606639,73.15619400221462,-1.4276577545990978,602,38,21,Component2,Visible,Stop
60,2019-11-20 06:37:07.533690,Informational,0,35.47427880358232,20.6118287497292,1.8227825870950043,474,530,12,Component3,Visible,Informational
61,2019-01-09 11:18:49.058837,Informational,1,64.80919968802465,55.68096541109321,-0.14553698078123656,103,141,4,Component2,Invisible,Informational
62,2020-11-22 11:40:55.879425,Stop,1,-83.01081877097602,33.468438146285706,0.8179506933103422,33,921,16,Component3,Invisible,Stop
63,2020-06-13 01:22:51.973202,Stop,8,84.79589635989512,-67.21515449604638,1.1467209228108057,41,953,4,Component1,Invisible,Stop
64,2020-05-02 11:07:02.665413,Warning,1,59.97427164094182,-136.43322201968817,1.5710112512697427,424,420,11,Component1,Invisible,Warning
65,2020-09-06 10:46:20.434945,Warning,3,35.971207812025625,-135.01041941307287,0.7050905034129937,649,234,9,Component2,Visible,Warning
66,2019-04-01 10:12:16.539313,Warning,0,5.009383386143327,-164.11267573496423,-0.9586250808508834,726,534,21,Component4,Invisible,Warning
67,2020-07-20 00:41:57.938339,Warning,7,37.346593409694165,-6.373578599505407,-1.9292571835680081,505,99,8,Component4,Invisible,Warning
68,2019-05-18 00:18:27.151154,Warning,3,56.902647023139,-111.48395589510577,-1.627495397166134,152,697,13,Component1,Visible,Warning
69,2019-11-07 04:53:27.784265,Warning,9,47.102990571041516,-160.05129793410907,0.7098517047734059,717,551,9,Component4,Invisible,Warning
70,2020-07-07 01:28:13.614402,Informational,4,9.816329299957786,-125.13418770386646,1.0536691860529457,35,623,2,Component1,Invisible,Informational
71,2019-09-15 08:55:19.126639,Stop,0,-66.27765290940344,-76.76514995811901,-0.34936848947557886,691,167,17,Component2,Visible,Stop
72,2020-03-12 07:07:08.922766,Warning,8,17.485236277622903,36.434963166560465,-1.5960386209608255,653,142,1,Component3,Invisible,Warning
73,2019-11-19 04:26:25.838153,Warning,1,62.75272072485484,-136.86221068267184,-0.22519679008461324,800,282,8,Component2,Visible,Warning
74,2019-08-14 06:57:36.788091,Stop,9,-21.6980956492759,46.55740712358332,-1.7721846032411657,615,469,13,Component1,Invisible,Stop
75,2019-02-14 07:20:18.781402,Informational,8,-56.40128149705839,52.92600238019281,0.7342384094374959,806,588,7,Component2,Invisible,Informational
76,2020-09-16 08:05:00.710231,Warning,7,41.483654026116454,-114.15321221936479,-0.6323371804000528,642,237,19,Component2,Invisible,Warning
77,2020-07-04 04:35:36.455806,Stop,4,78.49368365316826,-139.63546571122322,-1.2276032754037844,535,487,5,Component4,Invisible,Stop
78,2020-05-06 08:01:54.127387,Warning,1,38.79430077785395,-54.82524933470148,-0.2741361320806859,216,469,19,Component4,Visible,Warning
79,2019-06-13 07:35:19.609304,Warning,1,54.883565913644134,-134.1356787171704,-1.9295117571657832,994,695,9,Component3,Visible,Warning
80,2019-09-08 06:41:20.764094,Stop,7,86.9799585504228,-21.235320969717804,-1.951573067298726,606,166,5,Component2,Visible,Stop
81,2020-11-05 06:14:00.206234,Informational,8,76.39306361462357,34.3477755618425,-1.8477864325432574,448,915,0,Component1,Visible,Informational
82,2019-08-19 10:24:30.132693,Informational,2,78.48627938791867,-160.6071684360707,-0.5583754232190512,845,967,14,Component3,Invisible,Informational
83,2020-10-21 04:44:49.523319,Stop,3,4.652263518203597,34.96850237398198,0.3256456617556016,72,755,20,Component3,Visible,Stop
84,2020-03-11 07:34:43.228833,Informational,5,-24.29873373208757,16.61568759813801,-1.6032715440591092,73,214,4,Component2,Visible,Informational
85,2020-02-12 00:43:50.316483,Informational,7,20.14276605189397,-145.04772100424165,1.4139655943482294,944,124,12,Component2,Invisible,Informational
86,2019-07-19 01:09:14.960093,Stop,8,-78.11059940540383,-72.48008034245115,0.6310505061554994,902,122,20,Component2,Invisible,Stop
87,2019-09-04 07:27:19.992796,Warning,4,2.873270781271259,-178.57363421304703,0.6400409778313474,516,331,17,Component4,Invisible,Warning
