,key_cycle_id,key_cycle_start,key_cycle_end,key_on_hrs,key_cycle_engine_hrs,hours_since_prev_key_cycle
0,67666966,2020-11-12 01:22:16.882216,2020-11-12 06:22:49.110827,5.0088888888888885,11.258048398267999,20.135380816787738
1,16984407,2020-07-09 02:58:00.173392,2020-07-09 01:52:03.677442,22.900833333333335,0.44371738874492106,18.603731451369384
2,19181009,2020-11-22 01:28:40.065044,2020-11-22 06:48:29.875899,5.330277777777778,20.329413086262427,17.855238408600894
3,73534099,2019-01-14 02:03:30.650406,2019-01-14 05:01:00.843316,2.9583333333333335,21.17688818463317,8.815962104488296
4,10875996,2020-01-05 08:21:25.488266,2020-01-05 06:18:12.144127,21.94611111111111,7.887160947668775,20.60709883082641
5,79274566,2020-04-15 08:25:06.450883,2020-04-15 00:33:41.581869,16.143055555555556,19.425474627354742,23.822452895554473
6,53434953,2020-01-01 10:34:57.787921,2020-01-01 09:32:28.025116,22.958333333333332,15.952499148579676,20.986940115121335
7,92131750,2020-02-14 10:46:09.323482,2020-02-14 00:42:41.672354,13.942222222222222,8.528031780808735,9.646761453593239
8,30177662,2020-08-14 10:27:34.514778,2020-08-14 06:45:32.838447,20.299444444444443,9.25779774644698,14.855235523922977
9,67516079,2020-04-24 04:44:52.987359,2020-04-24 09:27:27.164180,4.709444444444444,14.916137264868006,1.7813021840370675
10,17256944,2020-09-05 04:06:36.852257,2020-09-05 02:49:32.178326,22.71527777777778,5.052477097364949,18.500514056406825
11,34256120,2020-11-02 04:51:23.859976,2020-11-02 01:12:38.180497,20.35388888888889,16.744311770944776,5.481932515728337
12,65088255,2020-09-23 04:42:52.024804,2020-09-23 09:24:04.841455,4.6866666666666665,12.271073489370995,18.974586522124422
13,61521674,2019-08-08 04:22:28.976803,2019-08-08 08:38:26.498933,4.265833333333333,19.34901521126052,7.097932309282293
14,87873784,2019-05-21 11:03:18.971705,2019-05-21 11:56:34.819430,0.8875,10.412108374194135,10.125963482055255
15,38129960,2020-09-01 11:55:11.908176,2020-09-01 08:35:43.302510,20.67527777777778,2.651060773907437,22.197064478294607
16,66617029,2019-08-06 04:52:45.567642,2019-08-06 08:35:46.241745,3.716666666666667,15.15068212892021,3.7968845785784
17,90700041,2019-03-05 06:38:54.601622,2019-03-05 01:09:41.911746,18.513055555555557,12.07348646663704,22.02191456217271
18,48200736,2019-10-22 11:39:45.341552,2019-10-22 08:21:21.535065,20.69333333333333,7.490346058828533,19.231846603015498
19,10603377,2020-10-14 08:00:13.573980,2020-10-14 09:27:33.869223,1.4555555555555555,16.607113246508412,5.370307498854185
20,74141169,2019-05-18 07:54:10.167997,2019-05-18 03:03:57.143618,19.162777777777777,18.811046382221843,11.521178710890162
21,94420675,2020-06-05 03:48:52.938286,2020-06-05 03:46:32.859334,23.960833333333333,17.553567966212615,11.907425140596978
22,73954199,2019-07-09 10:38:45.316047,2019-07-09 01:51:21.966775,15.21,6.246746277124752,19.504905004778
23,11247209,2020-06-15 06:38:17.732876,2020-06-15 11:56:50.270718,5.308888888888889,6.63305754733161,6.496510062520214
24,27195283,2019-03-21 05:41:06.182292,2019-03-21 07:16:56.097560,1.5969444444444445,4.456448951664244,3.914588008590579
25,76364577,2019-10-04 03:22:47.381642,2019-10-04 04:37:47.124275,1.2497222222222222,4.975718720214884,16.06111472509652
